Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,USG_GROUP,USG_CODE,USG_PRIORI
239,620795,1,1,149.36525,834,620795,5520838.371,0,0,0,0,834,239,220347.7079,632845.718,2,0,0,0
240,620910,1,1,103.16115,834,620910,3813042.427,0,0,0,0,834,240,220145.2161,632849.3069,2,0,0,0
241,620930,1,1,146.90895,834,620930,5430048.61,0,0,0,0,834,241,220285.5442,632794.664,2,0,0,0
242,621205,1,1,135.063,834,621205,4992198.606,0,0,0,0,834,242,220166.6514,632850.859,3,0,0,0
243,621253,1,1,235.99005,836,621253,3836678.989,0,0,0,0,836,243,220425.2447,632688.0531,5,0,0,0
244,621272,3,1,867.1748,833,621272,0,1780809.447,1198003.387,2212176.944,2088165.757,833,244,219943.383,632729.2112,1,0,0,0
245,621302,1,1,197.15385,836,621302,3205287.824,0,0,0,0,836,245,220541.6106,632692.7966,0,0,0,0
246,621310,1,1,212.0968,854,621310,8343548.427,0,0,0,0,854,246,219913.5529,632301.6447,4,0,0,0
247,621323,1,1,129.9255,855,621323,2470806.175,0,0,0,0,855,247,220163.4701,632338.8433,3,0,0,0
248,621424,1,1,262.391,855,621424,4989915.784,0,0,0,0,855,248,220171.5998,632195.0008,4,0,0,0
249,621679,1,1,215.48885,845,621679,4552611.469,0,0,0,0,845,249,220555.3498,632210.7991,3,0,0,0
250,622824,1,1,193.02205,835,622824,3101188.766,0,0,0,0,835,250,220693.4053,632769.2171,1,0,0,0
251,622826,1,1,282.3316,835,622826,9072161.303,0,0,0,0,835,251,220562.602,632823.4391,0,0,0,0
252,622848,1,1,318.77235,834,622848,5891231.8,0,0,0,0,834,252,220261.648,632832.3429,0,0,0,0
253,622850,1,1,179.7911,832,622850,3297800.343,0,0,0,0,832,253,219755.9376,632941.6151,1,0,0,0
254,622853,1,1,84.375,835,622853,1355610.938,0,0,0,0,835,254,220366.3498,632792.1548,3,0,0,0
255,622864,1,1,635.6879,832,622864,34980125.96,0,0,0,0,832,255,219975.3523,632928.9157,0,0,0,0
256,622879,1,1,117.8052,832,622879,4321660.293,0,0,0,0,832,256,220003.927,632840.0034,5,0,0,0
257,622881,1,1,98.33495,835,622881,3159796.949,0,0,0,0,835,257,220447.7838,632786.8049,0,0,0,0
258,622884,1,1,158.26,835,622884,5085368.58,0,0,0,0,835,258,220388.5944,632813.8003,1,0,0,0
259,622893,1,1,395.7542,836,622893,12868185.11,0,0,0,0,836,259,220559.2498,632716.2498,2,0,0,0
260,622911,3,1,63.5379,821,622911,0,130479.9131,87777.71149,162086.2108,152999.9108,821,260,220832.5113,632679.3383,2,0,0,0
261,622915,1,1,122.4028,841,622915,2247645.8,0,0,0,0,841,261,220733.4998,632383.4698,2,0,0,0
262,622918,1,1,329.4192,836,622918,10711262.81,0,0,0,0,836,262,220235.2575,632707.4769,5,0,0,0
263,622966,1,1,136.089,835,622966,4372947.837,0,0,0,0,835,263,220537.3473,632802.1319,1,0,0,0
264,622969,1,1,785.018,851,622969,17465551.17,0,0,0,0,851,264,220234.6165,632163.5481,2,0,0,0
265,622990,1,1,539.8665,855,622990,20533390.01,0,0,0,0,855,265,220190.814,632125.5127,2,0,0,0
266,623039,3,1,48.1925,854,623039,0,98966.96637,66578.01661,122939.8471,116048.0312,854,266,219840.45,632441.5815,2,0,0,0
267,623060,1,1,131.0018,855,623060,4982548.559,0,0,0,0,855,267,220155.3548,632322.9998,2,0,0,0
268,623065,1,1,474.3861,845,623065,20044615.76,0,0,0,0,845,268,220606.5109,632232.5105,0,0,0,0
269,623090,1,1,204.555,856,623090,4013839.736,0,0,0,0,856,269,220043.5498,632088.9048,3,0,0,0
270,623181,1,1,272.21855,914,623181,14602538.33,0,0,0,0,914,270,219607.3088,632970.0428,4,0,0,0
271,623186,1,1,209.0276,834,623186,7726078.152,0,0,0,0,834,271,220036.7848,632855.4691,1,0,0,0
272,623205,1,1,166.3891,836,623205,8115362.032,0,0,0,0,836,272,220798.1941,632702.4793,4,0,0,0
273,623208,1,1,206.75685,836,623208,3361411.476,0,0,0,0,836,273,220599.4405,632644.1723,0,0,0,0
274,623337,1,1,205.82885,852,623337,3435283.507,0,0,0,0,852,274,220435.2023,632213.8699,4,0,0,0
275,623338,1,1,194.0671,854,623338,7634288.904,0,0,0,0,854,275,219954.5142,632220.5114,5,0,0,0
276,623339,1,1,178.1166,854,623339,7006821.78,0,0,0,0,854,276,220004.0581,632309.131,0,0,0,0
277,623430,1,1,104.97895,834,623430,3880231.95,0,0,0,0,834,277,220110.7001,632901.6069,5,0,0,0
278,623455,1,1,2532.0598,855,623455,96304866.87,0,0,0,0,855,278,220081.3998,632200.1952,2,0,0,0
279,623521,1,1,160.0785,836,623521,2602524.206,0,0,0,0,836,279,220579.5117,632690.3818,0,0,0,0
280,623559,1,1,306.4312,841,623559,5626903.957,0,0,0,0,841,280,220724.4998,632304.7498,4,0,0,0
281,623561,3,1,82.19545,845,623561,0,168794.6119,113553.147,209681.9227,197927.4814,845,281,220640.354,632220.1012,0,0,0,0
282,623589,1,1,187.1455,832,623589,6865395.384,0,0,0,0,832,282,219967.2406,632873.7021,1,0,0,0
283,623608,1,1,153.2919,834,623608,2832987.604,0,0,0,0,834,283,220250.1948,632871.5948,4,0,0,0
284,623844,1,1,237.7543,841,623844,4365810.699,0,0,0,0,841,284,220818.2246,632315.9363,0,0,0,0
285,623981,1,1,148.7456,841,623981,2731370.713,0,0,0,0,841,285,220741.2498,632393.5348,1,0,0,0
286,624009,1,1,217.3499,835,624009,3492052.168,0,0,0,0,835,286,220716.4448,632842.2498,2,0,0,0
287,624024,1,1,120.00695,854,624024,2360440.608,0,0,0,0,854,287,219908.9829,632429.468,3,0,0,0
288,624033,1,1,1310.639,855,624033,24924552.42,0,0,0,0,855,288,220050.5385,632290.4026,3,0,0,0
289,624046,1,1,95.54485,833,624046,1800141.485,0,0,0,0,833,289,220274.9585,632678.3256,1,0,0,0
290,624060,1,1,108.61595,834,624060,4014662.743,0,0,0,0,834,290,220035.2121,632988.2621,3,0,0,0
291,624074,1,1,174.36895,856,624074,6843039.968,0,0,0,0,856,291,220044.5481,632120.4491,0,0,0,0
292,624079,1,1,159.46935,851,624079,7095939.436,0,0,0,0,851,292,220233.7016,632074.344,1,0,0,0
293,624151,1,1,910.485,851,624151,20257016.21,0,0,0,0,851,293,220239.1638,632191.0433,2,0,0,0
294,624217,1,1,326.4375,836,624217,10614311.05,0,0,0,0,836,294,220617.3928,632573.6588,0,0,0,0
295,624288,1,1,99.3875,854,624288,3909745.075,0,0,0,0,854,295,219945.1018,632470.4179,1,0,0,0
296,624363,1,1,227.23505,854,624363,4469531.468,0,0,0,0,854,296,219836.1948,632540.578,3,0,0,0
297,624422,1,1,291.51935,832,624422,10694329.28,0,0,0,0,832,297,219794.0706,632879.68,5,0,0,0
298,624441,1,1,178.9495,854,624441,7039586.731,0,0,0,0,854,298,220012.3324,632336.3455,5,0,0,0
299,624501,1,1,86.08325,835,624501,2766113.072,0,0,0,0,835,299,220465.2955,632829.732,0,0,0,0
300,624539,1,1,84.25995,854,624539,1657325.743,0,0,0,0,854,300,219947.5852,632443.0496,2,0,0,0
301,624870,1,1,298.5385,851,624870,13284127.11,0,0,0,0,851,301,220402.0349,632097.5498,0,0,0,0
302,625037,1,1,410.83955,833,625037,7740546.115,0,0,0,0,833,302,220161.3498,632676.7476,3,0,0,0
303,625131,1,1,617.6421,833,625131,11636871.76,0,0,0,0,833,303,220220.6953,632589.6697,5,0,0,0
304,625234,1,1,153.0606,836,625234,4976857.186,0,0,0,0,836,304,220446.0596,632683.1799,2,0,0,0
305,625279,1,1,106.1066,834,625279,3921912.149,0,0,0,0,834,305,220165.6657,632865.4695,2,0,0,0
306,625281,1,1,57.53855,836,625281,935450.227,0,0,0,0,836,306,220312.205,632706.1405,1,0,0,0
307,625293,1,1,377.33755,835,625293,6062493.747,0,0,0,0,835,307,220545.0548,632776.3692,0,0,0,0
308,625322,1,1,143.0975,836,625322,2326450.508,0,0,0,0,836,308,220381.9775,632710.0646,5,0,0,0
309,625355,1,1,424.05285,854,625355,8340779.986,0,0,0,0,854,309,219865.0836,632493.4511,5,0,0,0
310,625470,1,1,555.14165,852,625470,9265314.138,0,0,0,0,852,310,220249.0448,632342.0821,2,0,0,0
311,625515,1,1,56.7107,834,625515,2096140.893,0,0,0,0,834,311,220273.3475,632789.748,0,0,0,0
312,625542,1,1,282.18825,825,625542,6509687.754,0,0,0,0,825,312,220870.0748,632950.0484,4,0,0,0
313,625620,1,1,153.72085,853,625620,2614023.054,0,0,0,0,853,313,220316.5315,632502.4346,0,0,0,0
314,625662,1,1,148.47195,833,625662,5594660.863,0,0,0,0,833,314,220143.3607,632656.4359,2,0,0,0
315,625697,1,1,115.4595,834,625697,4267614.039,0,0,0,0,834,315,220047.0757,632960.5761,1,0,0,0
316,625714,1,1,303.3794,841,625714,5570864.671,0,0,0,0,841,316,220567.0383,632463.3692,5,0,0,0
317,625993,3,1,45.13315,853,625993,0,92684.35832,62351.51964,115135.3958,108681.0852,853,317,220330.9455,632492.1462,0,0,0,0
318,626385,1,1,820.17605,831,626385,40497506.03,0,0,0,0,834,318,220413.1148,633001.1581,5,0,0,0
319,626421,1,1,120.5515,834,626421,2227912.271,0,0,0,0,834,319,220110.1676,632967.1685,1,0,0,0
320,626463,1,1,121.158,833,626463,4565427.482,0,0,0,0,833,320,220180.4998,632651.0948,5,0,0,0
321,626688,1,1,565.034,855,626688,21490615.72,0,0,0,0,855,321,220164.6079,632097.2616,4,0,0,0
322,626715,1,1,175.6749,854,626715,6910769.211,0,0,0,0,854,322,219970.9343,632333.9246,3,0,0,0
323,626788,1,1,642.4105,851,626788,14292734,0,0,0,0,851,323,220284.3631,632102.6632,0,0,0,0
324,626902,1,1,150.16115,856,626902,2946507.251,0,0,0,0,856,324,219865.3069,632202.5675,3,0,0,0
325,627096,1,1,711.1379,855,627096,13523780.28,0,0,0,0,855,325,220169.8636,632236.0413,0,0,0,0
326,627103,1,1,183.57815,854,627103,7221670.409,0,0,0,0,854,326,219915.8006,632240.103,2,0,0,0
327,627120,1,1,108.9784,836,627120,1771749.01,0,0,0,0,836,327,220616.1692,632639.2955,0,0,0,0
328,627186,1,1,269.09285,832,627186,9871617.594,0,0,0,0,832,328,220002.9448,632799.0594,4,0,0,0
329,627258,1,1,755.3138,841,627258,41608800.38,0,0,0,0,841,329,220702.6051,632319.0112,1,0,0,0
330,627270,1,1,178.78945,854,627270,7033290.621,0,0,0,0,854,330,219946.8966,632418.3446,4,0,0,0
331,627389,1,1,131.24535,841,627389,2410018.886,0,0,0,0,841,331,220778.6034,632295.3443,4,0,0,0
332,627643,1,1,413.232,832,627643,45478000.79,0,0,0,0,832,332,219673.4016,632847.0206,0,0,0,0
333,627938,1,1,110.1058,832,627938,4039209.338,0,0,0,0,832,333,219686.025,632952.8172,4,0,0,0
334,628884,1,1,150.73245,856,628884,5915434.943,0,0,0,0,856,334,219990.5424,632121.74,2,0,0,0
335,628945,3,1,52.14795,833,628945,0,107089.784,72042.47717,133030.2641,125572.7951,833,335,220277.6618,632597.0918,3,0,0,0
336,628953,1,1,100.0322,836,628953,1626303.481,0,0,0,0,836,336,220249.6022,632724.9993,5,0,0,0
337,628954,1,1,132.4403,834,628954,2447629.184,0,0,0,0,834,337,220295.7464,632979.9198,4,0,0,0
338,628998,1,1,238.28545,825,628998,2748455.82,0,0,0,0,825,338,220779.2758,632957.1708,5,0,0,0
339,629002,1,1,119.5425,834,629002,4418529.885,0,0,0,0,834,339,220065.0591,632859.919,0,0,0,0
340,629024,1,1,133.3536,833,629024,2512488.611,0,0,0,0,833,340,220127.1751,632656.1424,0,0,0,0
341,629048,1,1,1424.7862,853,629048,48456978.66,0,0,0,0,853,341,220600.2023,632329.3451,0,0,0,0
342,629055,1,1,990.9669,855,629055,18845316.25,0,0,0,0,855,342,220050.8987,632337.8864,5,0,0,0
343,629069,1,1,142.7439,851,629069,6351703.756,0,0,0,0,851,343,220240.9509,632094.787,0,0,0,0
344,629097,1,1,136.48345,833,629097,2571457.491,0,0,0,0,833,344,220271.6027,632662.6555,4,0,0,0
345,629228,1,1,223.22445,836,629228,10887415.26,0,0,0,0,836,345,220763.7221,632610.3894,2,0,0,0
346,629282,1,1,193.4187,853,629282,9867254.98,0,0,0,0,853,346,220075.6467,632512.749,5,0,0,0
347,629342,1,1,162.8134,834,629342,9026863.336,0,0,0,0,834,347,220299.8386,632794.4681,4,0,0,0
348,629344,1,1,294.79435,832,629344,10814472,0,0,0,0,832,348,219721.2578,632883.9194,2,0,0,0
349,629358,1,1,634.09535,852,629358,21166102.78,0,0,0,0,852,349,220289.5548,632333.0527,3,0,0,0
350,629381,1,1,280.988,841,629381,10319396.26,0,0,0,0,841,350,220826.4685,632329.6952,4,0,0,0
351,629406,1,1,348.7746,836,629406,17010922.87,0,0,0,0,836,351,220252.0246,632749.5865,3,0,0,0
352,629412,1,1,206.4597,834,629412,11446745.15,0,0,0,0,834,352,220096.8269,632931.3251,1,0,0,0
353,629443,4,1,94.05245,841,629443,0,193143.8638,129933.6116,239929.3215,226479.2583,841,353,220745.0461,632505.2323,2,0,0,0
354,629448,1,1,804.43685,836,629448,26156746.53,0,0,0,0,836,354,220439.5548,632711.9501,4,0,0,0
355,629456,1,1,140.13745,835,629456,4503036.681,0,0,0,0,835,355,220618.4795,632806.8118,1,0,0,0
356,629464,1,1,139.1854,854,629464,5475330.722,0,0,0,0,854,356,219894.7733,632462.513,1,0,0,0
357,629493,1,1,129.32615,835,629493,4155637.178,0,0,0,0,835,357,220407.1399,632813.3765,1,0,0,0
358,629614,1,1,270.46855,856,629614,10614430.48,0,0,0,0,856,358,219924.2131,632081.9481,1,0,0,0
359,629642,1,1,173.8907,854,629642,10260872.46,0,0,0,0,854,359,219945.8766,632347.2848,4,0,0,0
360,629746,1,1,183.5808,834,629746,10178270.29,0,0,0,0,834,360,220094.7447,632997.2233,5,0,0,0
361,629793,1,1,211.14885,836,629793,6865631.464,0,0,0,0,836,361,220465.1712,632678.8445,2,0,0,0
362,629905,1,1,420.814,833,629905,7928472.741,0,0,0,0,833,362,220233.9103,632665.2515,4,0,0,0
363,629935,1,1,140.92485,836,629935,6873383.996,0,0,0,0,836,363,220780.6926,632639.6053,5,0,0,0
364,629985,1,1,299.3758,836,629985,9734383.644,0,0,0,0,836,364,220607.2026,632538.5004,4,0,0,0
365,630016,1,1,192.1406,833,630016,3620082.767,0,0,0,0,833,365,220110.4006,632651.182,5,0,0,0
366,630115,1,1,719.2647,836,630115,23387323,0,0,0,0,836,366,220306.2001,632749.6641,2,0,0,0
367,630131,1,1,137.19385,832,630131,2516464.528,0,0,0,0,832,367,219970.149,632994.1767,5,0,0,0
368,630140,1,1,948.0252,836,630140,15412803.91,0,0,0,0,836,368,220536.9548,632621.6475,0,0,0,0
369,630152,1,1,231.0629,832,630152,8476496.454,0,0,0,0,832,369,219712.5448,632901.2498,5,0,0,0
370,630155,1,1,231.22765,914,630155,4134558.577,0,0,0,0,914,370,219631.195,632987.0703,3,0,0,0
371,630183,1,1,143.1166,834,630183,5289875.769,0,0,0,0,834,371,220103.9034,632796.9379,2,0,0,0
372,630217,1,1,73.4641,832,630217,2695015.873,0,0,0,0,832,372,219752.1465,632920.3097,0,0,0,0
373,630259,1,1,126.23035,856,630259,4953859.791,0,0,0,0,856,373,220006.0819,632075.1012,1,0,0,0
374,630262,1,1,575.6056,852,630262,9606857.464,0,0,0,0,852,374,220288.3233,632306.4628,1,0,0,0
375,630291,1,1,170.31195,854,630291,3349899.674,0,0,0,0,854,375,219969.2594,632296.8205,2,0,0,0
376,630342,1,1,113.90485,834,630342,2105075.533,0,0,0,0,834,376,220098.5637,632772.3853,1,0,0,0
377,630420,1,1,776.229,833,630420,14624775.95,0,0,0,0,833,377,220171.2498,632617.7498,1,0,0,0
378,630456,1,1,189.1296,832,630456,6938181.697,0,0,0,0,832,378,219967.1715,632890.7819,1,0,0,0
379,630591,1,1,159.373,854,630591,6269478.573,0,0,0,0,854,379,219882.8463,632314.2499,4,0,0,0
380,630619,1,1,225.7238,851,630619,10044076.9,0,0,0,0,851,380,220289.9998,632068.9998,0,0,0,0
381,630640,1,1,109.6696,853,630640,1864931.548,0,0,0,0,853,381,219948.4818,632576.05,5,0,0,0
382,630668,1,1,159.34205,854,630668,6268261.05,0,0,0,0,854,382,219934.4179,632228.0436,1,0,0,0
383,630854,1,1,77.395,836,630854,2516544.832,0,0,0,0,836,383,220302.6948,632767.0598,5,0,0,0
384,630858,1,1,394.8889,836,630858,12840049.36,0,0,0,0,836,384,220629.4491,632663.7844,2,0,0,0
385,630861,1,1,267.6099,834,630861,14837095.69,0,0,0,0,834,385,220351.8405,632868.2312,0,0,0,0
386,630881,1,1,139.5454,832,630881,2559597.599,0,0,0,0,832,386,219986.7999,632965.8135,4,0,0,0
387,630894,1,1,1022.5249,854,630894,20112245.96,0,0,0,0,854,387,219857.4912,632455.6923,0,0,0,0
388,630920,1,1,354.0735,832,630920,38967347.43,0,0,0,0,832,388,219629.3695,632877.2651,1,0,0,0
389,630937,1,1,116.2,826,630937,3956238.251,0,0,0,0,826,389,220470.8998,632981.1298,3,0,0,0
390,631047,1,1,278.27125,841,631047,10219622.53,0,0,0,0,841,390,220717.5998,632359.1576,2,0,0,0
391,631082,3,1,39.59695,836,631082,0,81315.3503,54703.2504,101012.46,95349.8592,836,391,220346.7154,632544.891,2,0,0,0
392,631090,1,1,403.77455,825,631090,13971770.14,0,0,0,0,825,392,220729.6002,632918.0122,5,0,0,0
393,631111,1,1,180.23235,854,631111,7090051.996,0,0,0,0,854,393,219988.1614,632287.1846,4,0,0,0
394,631119,1,1,129.3359,834,631119,4780513.536,0,0,0,0,834,394,220033.6512,632964.9028,5,0,0,0
395,631130,1,1,105.1776,855,631130,2000172.896,0,0,0,0,855,395,220085.137,632395.6045,0,0,0,0
396,631220,1,1,119.216,841,631220,2189127.55,0,0,0,0,841,396,220697.6917,632359.1564,1,0,0,0
397,631315,1,1,163.8971,852,631315,2735442.599,0,0,0,0,852,397,220421.4819,632167.0078,2,0,0,0
398,631399,1,1,172.3851,856,631399,6765184.564,0,0,0,0,856,398,220031.8031,632127.4806,1,0,0,0
399,631444,1,1,107.727,834,631444,1990902.687,0,0,0,0,834,399,220342.4489,632803.654,2,0,0,0
400,631591,1,1,681.28195,833,631591,12835897.5,0,0,0,0,833,400,220196.3994,632627.9105,2,0,0,0
401,631662,1,1,268.1028,852,631662,8949271.465,0,0,0,0,852,401,220421.4684,632140.5411,3,0,0,0
402,631686,1,1,361.15165,834,631686,26697774.57,0,0,0,0,834,402,220059.1025,632898.8437,5,0,0,0
403,631801,1,1,135.7707,836,631801,2207332.86,0,0,0,0,836,403,220322.3532,632622.7544,4,0,0,0
404,631812,1,1,223.45375,856,631812,8769353.386,0,0,0,0,856,404,219977.2568,632158.2474,3,0,0,0
405,631870,1,1,69.5625,856,631870,1364976.298,0,0,0,0,856,405,219895.0338,632209.103,1,0,0,0
406,632001,3,5,41870.3105,853,632001,0,34393547.64,23137560.64,42724735.78,40329653.78,853,406,220232.7391,632454.5366,3,16,6512,1
407,632017,1,1,125.7177,834,632017,2323388.814,0,0,0,0,834,407,220067.1048,632844.8448,3,0,0,0
408,632035,4,5,6162.51025,853,632035,0,5062073.515,3405407.147,6288265.337,5935754.998,853,408,220299.6053,632400.8908,0,13,5310,1
409,632039,3,5,9831.28875,845,632039,0,8075719.858,5432776.516,10031910.66,9469537.407,845,409,220841.4956,632152.619,5,16,6535,2
410,632098,4,4,1735.935,836,632098,0,891218.6584,599549.2518,1107099.567,1045037.294,836,410,220383.1937,632599.5627,2,13,5300,1
411,632111,4,1,130.3265,836,632111,0,267635.3861,180046.2703,332465.0099,313827.5404,836,411,220491.6469,632676.1426,3,13,5340,1
412,632112,3,2,1133.8126,1021,632112,0,1164185.231,783181.9693,1446187.142,1365116.149,1021,412,219695.8498,632466.9759,1,18,6600,1
413,632139,3,2,801.904,853,632139,0,823385.4459,553915.8358,1022835.038,965496.5028,853,413,220251.0929,632522.7268,1,16,6520,1
414,632157,4,2,358.2979,836,632157,0,367896.0027,247494.5639,457011.8696,431392.4976,836,414,220629.7924,632709.3925,2,20,5521,1
415,632158,4,5,1069.8,836,632158,0,878766.2862,591172.1713,1091630.843,1030435.722,836,415,220754.8029,632649.9491,5,12,5202,1
416,632174,3,4,1723.8606,841,632174,0,1770039.467,1190758.102,2198798.139,2075536.948,841,416,220650.4489,632359.3618,1,16,6530,1
417,632175,3,2,397.3144,835,632175,0,407957.6787,274445.2427,506777.731,478368.5625,835,417,220550.4448,632853.7498,0,16,6520,1
418,632198,3,4,7058.5074,853,632198,0,7247591.062,4875669.688,9003183.283,8498478.882,853,418,220093.0631,632575.7355,2,11,7600,2
419,632204,4,5,4369.16875,825,632204,0,3588968.215,2414405.475,4458328.065,4208401.153,825,419,220711.4998,632892.2715,3,11,7600,1
420,632212,3,9,10895.67225,841,632212,0,9944485.407,6689950.585,12353349.41,11660839.93,841,420,220812.7104,632584.5679,5,16,6535,1
421,632223,4,7,14010.2396,832,632223,0,12330468.54,8295072.275,15317291.94,14458628.47,832,421,219779.3727,632796.4211,1,20,5521,1
422,632356,4,3,543.20265,835,632356,0,371835.9938,250145.1128,461906.2492,436012.5059,835,422,220604.3258,632809.7922,4,11,5900,1
423,632357,3,5,1766.44175,834,632357,0,1451009.026,976136.8526,1802488.592,1701443.896,834,423,220203.8977,632799.6531,1,16,6520,1
424,632384,4,3,630.6348,833,632384,0,431685.5184,290407.665,536253.1922,506191.6754,833,424,220308.7413,632649.5201,1,13,5340,1
425,632387,4,2,640.985,833,632387,0,658155.7394,442760.9065,817581.5523,771749.2067,833,425,220226.7088,632631.19,0,20,5521,2
426,632407,3,7,7254.93125,841,632407,0,6385094.335,4295442.533,7931762.994,7487120.742,841,426,220825.2848,632438.1439,1,16,6520,2
427,632464,4,3,330.09,834,632464,0,225954.9787,152006.6228,280688.31,264953.3615,834,427,220156.4998,632798.2498,1,13,5340,1
428,632469,4,4,697.938,851,632469,0,716634.3993,482101.2373,890225.5644,840320.9089,851,428,220320.0412,632153.0291,3,20,5521,1
429,632490,3,6,6009.3846,845,632490,0,6170364.306,4150987.267,7665018.666,7235329.684,845,429,220543.6538,632098.5009,2,16,6520,2
430,632519,4,2,649.7483,833,632519,0,667153.7912,448814.1631,828759.2124,782300.2646,833,430,220273.0241,632577.7824,2,20,5521,1
431,632530,4,4,3552.7926,833,632530,0,3647964.992,2454094.358,4531615.699,4277580.397,833,431,220301.5572,632612.4017,0,20,5521,1
432,632580,4,2,2374.4216,855,632580,0,2438027.729,1640133.638,3028593.957,2858815.707,855,432,220016.8857,632202.5018,0,20,5521,1
433,632604,4,3,872.30895,853,632604,0,597117.6049,401698.7412,741758.0811,700176.2809,853,433,220335.4853,632511.2161,1,12,3600,1
434,632612,4,7,2339.4217,845,632612,0,2058934.5,1385106.368,2557672.544,2414293.414,845,434,220514.2796,632246.827,0,15,5700,1
435,632618,3,4,987.815,826,632618,0,1014276.639,682334.0092,1259966.023,1189334.294,826,435,220551.8355,632936.5335,1,16,6520,1
436,632621,3,3,2198.385,825,632621,0,1504850.301,1012357.476,1869371.9,1764577.829,825,436,220760.4498,632877.5573,5,16,6530,1
437,632628,4,2,907.412,853,632628,0,931719.7998,626795.572,1157411.346,1092528.673,853,437,220534.0326,632285.7524,2,20,5521,1
438,632633,3,5,4113.36525,841,632633,0,3378843.433,2273048.295,4197304.519,3962010.179,841,438,220837.4646,632493.526,2,16,6520,1
439,632638,3,4,717.5868,836,632638,0,736809.5524,495673.6617,915287.7678,863978.1643,836,439,220225.5076,632769.8444,3,16,6520,1
440,632643,3,3,409.0047,826,632643,0,279974.0927,188346.8846,347792.5355,328295.8288,826,440,220565.6522,632970.9482,3,16,6520,1
441,632659,4,5,2910.1675,825,632659,0,2390500.174,1608160.441,2969553.749,2803085.201,825,441,220738.6748,632959.6709,5,20,5521,1
442,632660,3,5,932.925,836,632660,0,766332.9946,515534.9579,951962.7069,898597.1636,836,442,220729.6772,632662.8995,2,16,6535,1
443,632808,1,1,413.8049,853,632808,21110256.97,0,0,0,0,853,443,220150.8498,632480.4306,2,0,0,0
444,632979,4,3,362.145,834,632979,0,247897.4393,166767.9675,307945.9179,290682.9504,834,444,220345.333,632816.6248,0,13,5340,1
445,633133,3,7,3244.1556,845,633133,0,2855194.464,1920774.087,3546811.465,3347982.751,845,445,220672.7498,632051.9058,2,11,7600,2
446,633157,3,3,1090.63785,841,633157,0,746569.2754,502239.3172,927411.5996,875422.3531,841,446,220622.4248,632457.8468,3,20,5521,2
447,633161,4,3,841.7562,854,633161,0,576203.4725,387629.1834,715777.8946,675652.5032,854,447,220016.0871,632405.5892,2,20,5521,2
448,633172,3,2,330.2659,825,633172,0,339113.08,228131.4372,421256.8269,397641.8267,825,448,220777.8519,632944.5846,3,16,6520,1
449,633176,4,5,8755.978,836,633176,0,7192426.874,4838559.101,8934656.611,8433793.708,836,449,220367.0223,632551.313,1,20,5521,1
450,633180,4,3,1051.974,835,633180,0,720102.8894,484434.5935,894534.2308,844388.0382,835,450,220721.5498,632777.4567,5,13,5340,1
451,633185,4,3,907.3035,821,633185,0,621072.2621,417813.7504,771515.3022,728265.3587,821,451,220843.7455,632759.8939,5,13,5340,1
452,633188,4,2,1273.4564,841,633188,0,1307569.816,879641.037,1624303.939,1533247.996,841,452,220589.8998,632373.8658,1,0,0,0
453,633191,4,8,5074.556,833,633191,0,3907870.102,2628940.242,4854477.919,4582343.464,833,453,220009.4998,632694.4375,3,15,5740,1
454,633193,4,4,3592.2716,825,633193,0,3688501.558,2481364.51,4581971.483,4325113.314,825,454,220831.8248,633004.798,0,13,5338,1
455,633198,4,2,1075.7571,854,633198,0,1104574.537,743080.0858,1372136.882,1295217.031,854,455,219810.2248,632418.5742,3,13,5300,1
456,633207,3,2,504.9732,835,633207,0,518500.4482,348810.6458,644097.4012,607990.3063,835,456,220736.0461,632837.1898,4,16,6520,1
457,633213,4,3,4769.54145,836,633213,0,3264872.116,2196376.406,4055725.799,3828368.142,836,457,220422.7498,632763.9791,4,11,7600,2
458,633230,4,3,477.92685,836,633230,0,327153.0528,220085.5718,406399.7087,383617.5754,836,458,220314.0599,632690.9213,3,20,5521,1
459,633247,4,3,1137.7707,836,633247,0,778832.907,523944.0201,967490.4874,913254.4809,836,459,220349.0201,632689.7548,0,13,5340,1
460,633248,4,5,3350.955,835,633248,0,2752576.445,1851739.899,3419336.166,3227653.518,835,460,220411.4998,632923.7965,2,13,5340,1
461,633255,1,1,172.9662,845,633255,7308479.357,0,0,0,0,845,461,220732.9092,632157.1502,4,0,0,0
462,633273,4,4,1665.001,836,633273,0,1709603.133,1150100.786,2123722.243,2004669.689,836,462,220681.1773,632635.6168,5,13,5312,1
463,633274,4,6,922.2813,836,633274,0,631324.9461,424711.0353,784251.5055,740287.5903,836,463,220739.7355,632691.8751,0,13,5300,1
464,633279,4,4,470.6288,834,633279,0,241618.0143,162543.6119,300145.4206,283319.7368,834,464,220080.5548,632775.7498,3,13,5340,1
465,633281,3,9,14925.6819,845,633281,0,13622677.19,9164379.404,16922513.77,15973864.07,845,465,220753.6448,632062.4566,5,11,7600,2
466,633290,4,3,1605.20595,833,633290,0,1098804.193,739198.2044,1364968.782,1288450.763,833,466,220291.8436,632572.1098,0,20,5521,1
467,633306,3,3,554.48835,826,633306,0,379561.3418,255342.1838,471502.9171,445071.1996,826,467,220622.0505,632946.8104,4,16,6520,1
